sku_code,product_id,sellable_id,before_product_title,before_sellable_title,before_full_title,after_sellable_title,after_full_title,status,message
MP24,353657993,716871284,Mud Pump Screen,Mud Pump Screen,Mud Pump Screen Mud Pump Screen,Standard,Mud Pump Screen Standard,updated,"{""id"": 353657993, ""title"": ""Mud Pump Screen"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:25.625Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:26.198Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
MP23,353657997,716871292,Mud Pump Seal,Mud Pump Seal,Mud Pump Seal Mud Pump Seal,Standard,Mud Pump Seal Standard,updated,"{""id"": 353657997, ""title"": ""Mud Pump Seal"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:25.895Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:27.578Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""est"
HFFB1A-10,353657999,716871298,"Mud Seal Strip - 10""","Mud Seal Strip - 10""","Mud Seal Strip - 10"" Mud Seal Strip - 10""",Standard,"Mud Seal Strip - 10"" Standard",updated,"{""id"": 353657999, ""title"": ""Mud Seal Strip - 10\"""", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:26.155Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:29.349Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
CT96,353658003,716871304,Mud Shut-Off Gasket,Mud Shut-Off Gasket,Mud Shut-Off Gasket Mud Shut-Off Gasket,Standard,Mud Shut-Off Gasket Standard,updated,"{""id"": 353658003, ""title"": ""Mud Shut-Off Gasket"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:26.422Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:30.896Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
CT98,353658007,716871311,Mud Supply Seal Plate & Shaft,Mud Supply Seal Plate & Shaft,Mud Supply Seal Plate & Shaft Mud Supply Seal Plate & Shaft,Standard,Mud Supply Seal Plate & Shaft Standard,updated,"{""id"": 353658007, ""title"": ""Mud Supply Seal Plate & Shaft"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:26.677Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:32.380Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_pag"
CT97,353658011,716871319,Mud Supply Valve Body,Mud Supply Valve Body,Mud Supply Valve Body Mud Supply Valve Body,Standard,Mud Supply Valve Body Standard,updated,"{""id"": 353658011, ""title"": ""Mud Supply Valve Body"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:26.930Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:34.006Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
CFB6,353658014,716871327,Mud Supply Valve Unit,Mud Supply Valve Unit,Mud Supply Valve Unit Mud Supply Valve Unit,Standard,Mud Supply Valve Unit Standard,updated,"{""id"": 353658014, ""title"": ""Mud Supply Valve Unit"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:27.224Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:35.462Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
HNS17A,353658018,716871331,Nail Spotter Handle Tightness Screw,Nail Spotter Handle Tightness Screw,Nail Spotter Handle Tightness Screw Nail Spotter Handle Tightness Screw,Standard,Nail Spotter Handle Tightness Screw Standard,updated,"{""id"": 353658018, ""title"": ""Nail Spotter Handle Tightness Screw"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:27.478Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:36.978Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""w"
CT63,353658020,716871336,Needle,Needle,Needle Needle,Standard,Needle Standard,updated,"{""id"": 353658020, ""title"": ""Needle"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:27.754Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:38.417Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_"
CT62,353658023,716871342,Needle Holding Shaft,Needle Holding Shaft,Needle Holding Shaft Needle Holding Shaft,Standard,Needle Holding Shaft Standard,updated,"{""id"": 353658023, ""title"": ""Needle Holding Shaft"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:28.038Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:39.877Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
CT64,353658027,716871356,Needle Return Shaft,Needle Return Shaft,Needle Return Shaft Needle Return Shaft,Standard,Needle Return Shaft Standard,updated,"{""id"": 353658027, ""title"": ""Needle Return Shaft"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:28.387Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:41.319Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
CT65,353658030,716871369,Needle Return Spring,Needle Return Spring,Needle Return Spring Needle Return Spring,Standard,Needle Return Spring Standard,updated,"{""id"": 353658030, ""title"": ""Needle Return Spring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:28.657Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:42.836Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """
HFFB4D,353658034,716871376,Nylatron Bushing,Nylatron Bushing,Nylatron Bushing Nylatron Bushing,Standard,Nylatron Bushing Standard,updated,"{""id"": 353658034, ""title"": ""Nylatron Bushing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:28.919Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:44.330Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
MP36,353658034,716871386,Nylatron Bushing,Nylatron Bushing,Nylatron Bushing Nylatron Bushing,Standard,Nylatron Bushing Standard,updated,"{""id"": 353658034, ""title"": ""Nylatron Bushing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:28.919Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:44.330Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
CT76,353658040,716871393,Nylatron Washer,Nylatron Washer,Nylatron Washer Nylatron Washer,Standard,Nylatron Washer Standard,updated,"{""id"": 353658040, ""title"": ""Nylatron Washer"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:29.429Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:47.161Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
FFB38,353658042,716871400,Nyliner Bearing,Nyliner Bearing,Nyliner Bearing Nyliner Bearing,Standard,Nyliner Bearing Standard,updated,"{""id"": 353658042, ""title"": ""Nyliner Bearing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:29.695Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:48.789Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""e"
HP45,353658045,716871405,O Ring Enclosure,O Ring Enclosure,O Ring Enclosure O Ring Enclosure,Standard,O Ring Enclosure Standard,updated,"{""id"": 353658045, ""title"": ""O Ring Enclosure"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:29.960Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:50.304Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
CT121A,353658047,716871409,O-Ring,O-Ring,O-Ring O-Ring,Standard,O-Ring Standard,updated,"{""id"": 353658047, ""title"": ""O-Ring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:30.281Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:51.709Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_"
MP23A,353658047,716871411,O-Ring,O-Ring,O-Ring O-Ring,Standard,O-Ring Standard,updated,"{""id"": 353658047, ""title"": ""O-Ring"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:30.281Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:51.709Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated_"
MH10,353658051,716871415,Octagon,Octagon,Octagon Octagon,Standard,Octagon Standard,updated,"{""id"": 353658051, ""title"": ""Octagon"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:30.880Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:54.698Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estimated"
CT19,353658052,716871419,Paper Feed Guide,Paper Feed Guide,Paper Feed Guide Paper Feed Guide,Standard,Paper Feed Guide Standard,updated,"{""id"": 353658052, ""title"": ""Paper Feed Guide"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:31.170Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:56.325Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", """
MH17,353658054,716871424,Pinch Brake,Pinch Brake,Pinch Brake Pinch Brake,Standard,Pinch Brake Standard,updated,"{""id"": 353658054, ""title"": ""Pinch Brake"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:31.466Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:57.717Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """", ""estim"
MH15,353658058,716871432,Pinch Brake Activator,Pinch Brake Activator,Pinch Brake Activator Pinch Brake Activator,Standard,Pinch Brake Activator Standard,updated,"{""id"": 353658058, ""title"": ""Pinch Brake Activator"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:31.729Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:33:59.030Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": "
MH24,353658060,716871441,Pinch Brake Bushing,Pinch Brake Bushing,Pinch Brake Bushing Pinch Brake Bushing,Standard,Pinch Brake Bushing Standard,updated,"{""id"": 353658060, ""title"": ""Pinch Brake Bushing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:31.986Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:34:00.432Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
MH18,353658062,716871451,Pinch Brake Housing,Pinch Brake Housing,Pinch Brake Housing Pinch Brake Housing,Standard,Pinch Brake Housing Standard,updated,"{""id"": 353658062, ""title"": ""Pinch Brake Housing"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:32.247Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:34:01.869Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """""
MH19,353658064,716871454,Pinch Brake Sleeve,Pinch Brake Sleeve,Pinch Brake Sleeve Pinch Brake Sleeve,Standard,Pinch Brake Sleeve Standard,updated,"{""id"": 353658064, ""title"": ""Pinch Brake Sleeve"", ""created_by_id"": 612048, ""created_at"": ""2026-07-08T14:37:32.509Z"", ""weight"": 0, ""origin_country"": ""US"", ""deleted_at"": null, ""deleted_by_id"": null, ""hs_tariff_number"": null, ""mid_code"": null, ""taric_code"": null, ""notes"": """", ""product_tax_rate_id"": null, ""tax_rate"": 0, ""updated_at"": ""2026-07-08T22:34:03.345Z"", ""updated_by_id"": 612048, ""web_meta_description"": """", ""web_meta_keywords"": """", ""web_meta_title"": """", ""web_page_title"": """", ""web_page_url"": """","
