Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,meta: _mpn,meta:_dtb_seo_title,meta:_dtb_seo_description
simple,7060,,Level 5 Drive Dog Screw 8-32 - [7060],1,0,visible,Drive Dog Screw 8-32,<p>Drive Dog Screw 8-32</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7060,,
simple,7116,,Level 5 1/16 x 1/2in Cotter Pin Fastenal 74268 - [7116],1,0,visible,1/16 x 1/2in Cotter Pin Fastenal 74268,<p>1/16 x 1/2in Cotter Pin Fastenal 74268</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7116,,
simple,7100,,Level 5 Cable Drum Shaft - [7100],1,0,visible,Cable Drum Shaft,<p>Cable Drum Shaft</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,36.89,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7100,,
simple,7089,,Level 5 Drive dog roller - [7089],1,0,visible,Drive dog roller,<p>Drive dog roller</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7089,,
simple,7047,,Level 5 4-40 x3/16 Bind Head Screw - [7047],1,0,visible,4-40 x3/16 Bind Head Screw,<p>4-40 x3/16 Bind Head Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7047,,
simple,7077,,Level 5 Taper Wheel - [7077],1,0,visible,Taper Wheel,<p>Taper Wheel</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,19.34,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7077,,
simple,7090,,Level 5 Drive hub - [7090],1,0,visible,Drive hub,<p>Drive hub</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,20.69,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7090,,
simple,7078,,Level 5 Taper Wheel Spool - [7078],1,0,visible,Taper Wheel Spool,<p>Taper Wheel Spool</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,38.69,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7078,,
simple,7070,,Level 5 8-32 x 1/4 FH Screw - [7070],1,0,visible,8-32 x 1/4 FH Screw,<p>8-32 x 1/4 FH Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7070,,
simple,7042,,Level 5 6-32X3/16 Fillister Head Screw - [7042],1,0,visible,6-32X3/16 Fillister Head Screw,<p>6-32X3/16 Fillister Head Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7042,,
simple,7041,,Level 5 Gooser Needle Holder - [7041],1,0,visible,Gooser Needle Holder,<p>Gooser Needle Holder</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,13.04,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7041,,
simple,7023,,Level 5 Gooser Body - [7023],1,0,visible,Gooser Body,<p>Gooser Body</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7023,,
simple,7019,,Level 5 Needle Spring - [7019],1,0,visible,Needle Spring,<p>Needle Spring</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,4.49,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7019,,
simple,7025,,Level 5 Magnet Assembly - [7025],1,0,visible,Magnet Assembly,<p>Magnet Assembly</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,13.94,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7025,,
simple,7030,,Level 5 4-40 x 1/4 Bind Head Screw - [7030],1,0,visible,4-40 x 1/4 Bind Head Screw,<p>4-40 x 1/4 Bind Head Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7030,,
simple,7031,,Level 5 #4 Lock Washer - [7031],1,0,visible,#4 Lock Washer,<p>#4 Lock Washer</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7031,,
simple,7010,,Level 5 6-32 x 5/16 Round Head Screw - [7010],1,0,visible,6-32 x 5/16 Round Head Screw,<p>6-32 x 5/16 Round Head Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7010,,
simple,7022,,Level 5 Needle Holder Lock - [7022],1,0,visible,Needle Holder Lock,<p>Needle Holder Lock</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,3.59,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7022,,
simple,7040,,Level 5 Needle Gooser - [7040],1,0,visible,Needle Gooser,<p>Needle Gooser</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7040,,
simple,7332,,Level 5 Cutter Chain without Spring - [7332],1,0,visible,Cutter Chain without Spring,<p>Cutter Chain without Spring</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,88.19,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7332,,
simple,7136,,"Level 5 4-40 x 6.3MM FLH Screw, Phillips - [7136]",1,0,visible,"4-40 x 6.3MM FLH Screw, Phillips","<p>4-40 x 6.3MM FLH Screw, Phillips</p> <p>Compatible with: 4-760</p>",,,taxable,,1,,,0,0,,,,,1,,,4.49,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7136,,
simple,7111,,Level 5 Pyramid Blade - [7111],1,0,visible,Pyramid Blade,<p>Pyramid Blade</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,3.14,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7111,,
simple,7112,,Level 5 Cutter Block Clamp - [7112],1,0,visible,Cutter Block Clamp,<p>Cutter Block Clamp</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,15.29,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7112,,
simple,9108,,Level 5 Cutter Chain Spring - [9108],1,0,visible,Cutter Chain Spring,<p>Cutter Chain Spring</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,16.64,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9108,,
simple,7054,,Level 5 Key Ring - [7054],1,0,visible,Key Ring,<p>Key Ring</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7054,,
simple,9917,,Level 5 AT Key Ring Holder - [9917],1,0,visible,AT Key Ring Holder,<p>AT Key Ring Holder</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,22.04,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9917,,
simple,7177,,Level 5 #10 Brass Washer - [7177],1,0,visible,#10 Brass Washer,<p>#10 Brass Washer</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7177,,
simple,9916,,Level 5 AT Wing Nut - [9916],1,0,visible,AT Wing Nut,<p>AT Wing Nut</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9916,,
simple,7034,,Level 5 Disengaging Rod Bearing - [7034],1,0,visible,Disengaging Rod Bearing,<p>Disengaging Rod Bearing</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,12.14,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7034,,
simple,7033,,Level 5 O'Ring - [7033],1,0,visible,O'Ring,<p>O'Ring</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,0.89,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7033,,
simple,7032,,Level 5 O'Ring Housing - [7032],1,0,visible,O'Ring Housing,<p>O'Ring Housing</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,19.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7032,,
simple,7013,,Level 5 #6 Lockwasher Medium - [7013],1,0,visible,#6 Lockwasher Medium,<p>#6 Lockwasher Medium</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7013,,
simple,7045,,Level 5 Cover Plate - [7045],1,0,visible,Cover Plate,<p>Cover Plate</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7045,,
simple,7126,,Level 5 4-40 x 5/16 BH Screw- Fastenal 70657 - [7126],1,0,visible,4-40 x 5/16 BH Screw- Fastenal 70657,<p>4-40 x 5/16 BH Screw- Fastenal 70657</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7126,,
simple,7017,,Level 5 6-32 x 3/8 Bind Head Screw - [7017],1,0,visible,6-32 x 3/8 Bind Head Screw,<p>6-32 x 3/8 Bind Head Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7017,,
simple,7029,,Level 5 Bracket Base - [7029],1,0,visible,Bracket Base,<p>Bracket Base</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,7.19,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7029,,
simple,7014,,Level 5 Collar Bushing - [7014],1,0,visible,Collar Bushing,<p>Collar Bushing</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,3.25,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7014,,
simple,7016,,Level 5 Disengaging Cam - [7016],1,0,visible,Disengaging Cam,<p>Disengaging Cam</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,8.54,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7016,,
simple,7015,,Level 5 #6-32 Thin Pattern Locknut - [7015],1,0,visible,#6-32 Thin Pattern Locknut,<p>#6-32 Thin Pattern Locknut</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7015,,
simple,7028,,Level 5 Disengaging Rod (shaft) - [7028],1,0,visible,Disengaging Rod (shaft),<p>Disengaging Rod (shaft)</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,13.04,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7028,,
simple,7248,,Level 5 4-40 Lock Nut - [7248],1,0,visible,4-40 Lock Nut,<p>4-40 Lock Nut</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7248,,
simple,7083,,Level 5 Tape Guide Assembly - [7083],1,0,visible,Tape Guide Assembly,<p>Tape Guide Assembly</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,67.94,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7083,,
simple,7075,,Level 5 6-32 x 1/2 FillisterHeadScrew - [7075],1,0,visible,6-32 x 1/2 FillisterHeadScrew,<p>6-32 x 1/2 FillisterHeadScrew</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7075,,
simple,7074,,Level 5 Tape Guide Support Bracket - [7074],1,0,visible,Tape Guide Support Bracket,<p>Tape Guide Support Bracket</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7074,,
simple,7399,,"Level 5 4-40 X 8mm FH Screw, Philips - [7399]",1,0,visible,"4-40 X 8mm FH Screw, Philips","<p>4-40 X 8mm FH Screw, Philips</p> <p>Compatible with: 4-760</p>",,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7399,,
simple,7081,,Level 5 Bushing Head - [7081],1,0,visible,Bushing Head,<p>Bushing Head</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,9.89,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7081,,
simple,7012,,Level 5 #6-32 x 1/4 Fillister Head - [7012],1,0,visible,#6-32 x 1/4 Fillister Head,<p>#6-32 x 1/4 Fillister Head</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7012,,
simple,9082,,Level 5 New Style Taper Head - [9082],1,0,visible,New Style Taper Head,<p>New Style Taper Head</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,99,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9082,,
simple,7071,,"Level 5 Bushing, Head - [7071]",1,0,visible,"Bushing, Head","<p>Bushing, Head</p> <p>Compatible with: 4-760</p>",,,taxable,,1,,,0,0,,,,,1,,,11.69,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7071,,
simple,9665,,Level 5 Right Side Plate- Taper - [9665],1,0,visible,Right Side Plate- Taper,<p>Right Side Plate- Taper</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,27,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9665,,
simple,9913,,Level 5 Taper Brake Pin Screw - [9913],1,0,visible,Taper Brake Pin Screw,<p>Taper Brake Pin Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9913,,
simple,7092,,Level 5 Cutter Block Tube - [7092],1,0,visible,Cutter Block Tube,<p>Cutter Block Tube</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,13.94,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7092,,
simple,7037,,Level 5 Chain Roller Support (Right) - [7037],1,0,visible,Chain Roller Support (Right),<p>Chain Roller Support (Right)</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,11.24,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7037,,
simple,8288,,"Level 5 #8-32, SS, Nylon lock, Hex nut - [8288]",1,0,visible,"#8-32, SS, Nylon lock, Hex nut","<p>#8-32, SS, Nylon lock, Hex nut</p> <p>Compatible with: 4-760</p>",,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,8288,,
simple,9125,,Level 5 Cutter Chain Bushing (metal) Taper - [9125],1,0,visible,Cutter Chain Bushing (metal) Taper,<p>Cutter Chain Bushing (metal) Taper</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,5,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9125,,
simple,9122,,Level 5 Cutter Chain Roller (white) Taper - [9122],1,0,visible,Cutter Chain Roller (white) Taper,<p>Cutter Chain Roller (white) Taper</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,2.24,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,9122,,
simple,7020,,Level 5 Chain Keeper - [7020],1,0,visible,Chain Keeper,<p>Chain Keeper</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7020,,
simple,7105,,Level 5 8-32 x 5/8 TH Screw - [7105],1,0,visible,8-32 x 5/8 TH Screw,<p>8-32 x 5/8 TH Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7105,,
simple,7127,,Level 5 4-40 x 3/8 FH Screw Fastenal 0170759 - [7127],1,0,visible,4-40 x 3/8 FH Screw Fastenal 0170759,<p>4-40 x 3/8 FH Screw Fastenal 0170759</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1.79,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7127,,
simple,7444,,Level 5 Screw - [7444],1,0,visible,Screw,<p>Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7444,,
simple,7124,,Level 5 Bearing Bracket - [7124],1,0,visible,Bearing Bracket,<p>Bearing Bracket</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,3,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7124,,
simple,7087,,Level 5 SS UCFSL MS 4-40 x 1/8 FH Screw - [7087],1,0,visible,SS UCFSL MS 4-40 x 1/8 FH Screw,<p>SS UCFSL MS 4-40 x 1/8 FH Screw</p> <p>Compatible with: 4-760</p>,,,taxable,,1,,,0,0,,,,,1,,,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Automatic Taper Parts, Parts",,,,,,,,,,,0,Level 5,,,,,,,,,,,,,,,,7087,,
